DATE,DESCRIPTION,AMOUNT,STATUS,IS_DEBIT,MONTH,YEAR,CATEGORY
2026-03-24,MEMPHISSHELBYAIRPORT MEMPHIS TN,-4.0,Posted,True,2026-03,2026,Transportation
2026-03-16,ONLINE PAYMENT THANK YOU,997.45,Posted,False,2026-03,2026,Payment
2026-03-14,TRU BY HILTON ATLANTA ATLANTA GA,-387.96,Posted,True,2026-03,2026,Other
2026-03-14,QT 745 ATLANTA GA,-25.26,Posted,True,2026-03,2026,Gas
2026-03-14,BUC-EE'S #0043 LEEDS AL,-22.67,Posted,True,2026-03,2026,Groceries
2026-03-13,STARBUCKS STORE 08243 TUCKER GA,-19.39,Posted,True,2026-03,2026,Food & Dining
2026-03-13,GREAT WALL SUPERMARKET DULUTH GA,-41.81,Posted,True,2026-03,2026,Groceries
2026-03-13,CASI CIELO SANDY SPRIN 404-5499411 GA,-190.24,Posted,True,2026-03,2026,Food & Dining
2026-03-12,YUMMY SPICY DORAVILLE GA,-57.16,Posted,True,2026-03,2026,Food & Dining
2026-03-12,KROGER #655 ATLANTA GA,-50.8,Posted,True,2026-03,2026,Groceries
2026-03-12,LAZ PARKING M08610-WC ATLANTA GA,-8.0,Posted,True,2026-03,2026,Transportation
2026-03-11,SHELL OIL 57540177003 MOODY AL,-28.51,Posted,True,2026-03,2026,Gas
2026-03-11,IBERIAN PIG DECATUR 404-3718800 GA,-170.38,Posted,True,2026-03,2026,Food & Dining
2026-03-09,COSTCO GAS #0352 CORDOVA TN,-28.73,Posted,True,2026-03,2026,Gas
2026-03-04,OPENAI OPENAI.COM CA,-5.49,Posted,True,2026-03,2026,Subscription
2026-03-03,COSTCO GAS #0352 CORDOVA TN,-32.03,Posted,True,2026-03,2026,Gas
2026-03-03,WINE BEER LIQUOR OF GERM GERMANTOWN TN,-89.12,Posted,True,2026-03,2026,Alcohol
2026-02-25,ONLINE PAYMENT THANK YOU,1520.97,Posted,False,2026-02,2026,Payment
2026-02-25,Uniqlo USA LLC New York NY,-175.16,Posted,True,2026-02,2026,Shopping
2026-02-25,KROGER #456 BARTLETT TN,-8.1,Posted,True,2026-02,2026,Groceries
2026-02-25,LOccitane 188-8623288 NY,-31.58,Posted,True,2026-02,2026,Shopping
2026-02-25,USPS PO 4728320529 ELLENDALE TN,-60.95,Posted,True,2026-02,2026,Shipping
2026-02-23,LOccitane 188-8623288 NY,-37.03,Posted,True,2026-02,2026,Shopping
2026-02-22,COSTCO WHSE #0352 CORDOVA TN,-37.3,Posted,True,2026-02,2026,Groceries
2026-02-22,KROGER #456 BARTLETT TN,-21.45,Posted,True,2026-02,2026,Groceries
2026-02-20,AUTOMATIC PAYMENT - THANK YOU,63.41,Posted,False,2026-02,2026,Payment
2026-02-16,TRU BY HILTON ATLANTA ATLANTA GA,-733.51,Posted,True,2026-02,2026,Other
2026-02-16,BP#1993856CAPL GA0017 TUCKER GA,-26.08,Posted,True,2026-02,2026,Gas
2026-02-15,LAZ PARKING M08363-FLASH ATLANTA GA,-5.0,Posted,True,2026-02,2026,Transportation
2026-02-14,H MART DORAVILLE INC DORAVILLE GA,-96.11,Posted,True,2026-02,2026,Groceries
2026-02-13,IBERIAN PIG DECATUR 404-3718800 GA,-266.81,Posted,True,2026-02,2026,Food & Dining
2026-02-13,UNIVPARK-10812DEKALBCOURTDECATUR GA,-6.0,Posted,True,2026-02,2026,Other
2026-02-13,EMORY UNIVERSITY ATLANTA GA,-11.0,Posted,True,2026-02,2026,Other
2026-02-13,ALSAC ST JUDE CHILDRENS 901-5782381 TN,-30.0,Posted,True,2026-02,2026,Charity
2026-02-12,COSTCO GAS #0352 CORDOVA TN,-18.57,Posted,True,2026-02,2026,Gas
2026-02-12,BUC-EE'S #0043 LEEDS AL,-17.54,Posted,True,2026-02,2026,Gas
2026-02-08,H&M 0621MEMPHIS MEMPHIS TN,-63.74,Posted,True,2026-02,2026,Shopping
2026-02-08,TRADER JOE S #738 GERMANTOWN TN,-13.83,Posted,True,2026-02,2026,Groceries
2026-02-04,THE UPS STORE 3090 901-3856620 TN,-40.0,Posted,True,2026-02,2026,Shipping
2026-02-03,VIRTUALINSTRUCT THEVIRTUALINSNC,-97.0,Posted,True,2026-02,2026,Subscription
2026-01-23,CHICK-FIL-A APP 866-232-2040 GA,-25.0,Posted,True,2026-01,2026,Food & Dining
2026-01-19,COSTCO GAS #0352 CORDOVA TN,-23.46,Posted,True,2026-01,2026,Gas
2026-01-19,CORDOVA FARMERS MARKET CODOVA TN,-14.95,Posted,True,2026-01,2026,Groceries
2026-01-15,ONLINE PAYMENT THANK YOU,1357.81,Posted,False,2026-01,2026,Payment
2026-01-13,ALSAC ST JUDE CHILDRENS 901-5782381 TN,-30.0,Posted,True,2026-01,2026,Charity
2026-01-05,KROGER #405 BERTLETT TN,-5.99,Posted,True,2026-01,2026,Groceries
2026-01-05,THE UPS STORE 869 901-3858701 TN,-29.0,Posted,True,2026-01,2026,Shipping
2025-12-27,CHICK-FIL-A APP 866-232-2040 GA,-25.0,Posted,True,2025-12,2025,Food & Dining
2025-12-21,AUTOMATIC PAYMENT - THANK YOU,241.16,Posted,False,2025-12,2025,Payment
2025-12-17,COSTCO WHSE #0352 CORDOVA TN,-76.92,Posted,True,2025-12,2025,Groceries
2025-12-17,COSTCO WHSE #0352 CORDOVA TN,-783.44,Posted,True,2025-12,2025,Groceries
2025-12-15,CLAUDE.AI SUBSCRIPTION ANTHROPIC.COMCA,-21.95,Posted,True,2025-12,2025,Subscription
2025-12-14,Jellycat Inc Minneapolis MN,-67.52,Posted,True,2025-12,2025,Shopping
2025-12-14,ALSAC ST JUDE CHILDRENS 901-5782381 TN,-30.0,Posted,True,2025-12,2025,Charity
2025-12-10,AMAZON MKTPL*OH8IR0WK3 Amzn.com/billWA,-58.64,Posted,True,2025-12,2025,Shopping
2025-12-07,WM SUPERCENTER #950 BARTLETT TN,-24.95,Posted,True,2025-12,2025,Groceries
2025-12-06,DIM SUM KING MEMPHIS TN,-67.19,Posted,True,2025-12,2025,Food & Dining
2025-12-03,STEWART BROTHERS DO IT CEBARTLETT TN,-9.2,Posted,True,2025-12,2025,Other
2025-11-29,COSTCO GAS #0352 CORDOVA TN,-27.94,Posted,True,2025-11,2025,Gas
2025-11-28,CORDOVA FARMERS MARKET CODOVA TN,-42.5,Posted,True,2025-11,2025,Groceries
2025-11-28,LE DELIGHTS CORDOVA TN,-50.0,Posted,True,2025-11,2025,Food & Dining
2025-11-27,THE HOME DEPOT #0704 MEMPHIS TN,-7.57,Posted,True,2025-11,2025,Shopping
2025-11-25,WM SUPERCENTER #950 BARTLETT TN,-7.65,Posted,True,2025-11,2025,Groceries
2025-11-18,McDonalds 39008 190-1201626 TN,-11.18,Posted,True,2025-11,2025,Food & Dining
2025-11-17,Jellycat Inc Minneapolis MN,-72.86,Posted,True,2025-11,2025,Shopping
2025-11-16,ONLINE PAYMENT THANK YOU,225.51,Posted,False,2025-11,2025,Payment
2025-11-15,CLAUDE.AI SUBSCRIPTION ANTHROPIC.COMCA,-21.95,Posted,True,2025-11,2025,Subscription
2025-11-14,AMAZON MKTPL*B834I98W1 Amzn.com/billWA,-97.52,Posted,True,2025-11,2025,Shopping
2025-11-13,ALSAC ST JUDE CHILDRENS 901-5782381 TN,-30.0,Posted,True,2025-11,2025,Charity
2025-11-11,CHICK-FIL-A APP 866-232-2040 GA,-25.0,Posted,True,2025-11,2025,Food & Dining
2025-11-09,IKEA MEMPHIS CORDOVA TN,-40.93,Posted,True,2025-11,2025,Shopping
2025-11-08,LOWES #01187* BARTLETT TN,-49.0,Posted,True,2025-11,2025,Shopping
2025-11-06,DIM SUM KING MEMPHIS TN,-54.27,Posted,True,2025-11,2025,Food & Dining
2025-11-01,KROGER #456 BARTLETT TN,-4.26,Posted,True,2025-11,2025,Groceries
2025-10-30,COSTCO GAS #0352 CORDOVA TN,-27.6,Posted,True,2025-10,2025,Gas
2025-10-29,ONLINE PAYMENT THANK YOU,1121.37,Posted,False,2025-10,2025,Payment
2025-10-28,THE HOME DEPOT #0704 MEMPHIS TN,27.41,Posted,False,2025-10,2025,Shopping
2025-10-28,THE HOME DEPOT #0704 MEMPHIS TN,-30.7,Posted,True,2025-10,2025,Shopping
2025-10-28,CROSSING BRIDGE RICE N Duluth GA,-66.86,Posted,True,2025-10,2025,Other
2025-10-28,OLLIES BARGAIN OUTLET 327MEMPHIS TN,-5.47,Posted,True,2025-10,2025,Shopping
2025-10-28,SHELL OIL 10011009007 SANDY SPRINGSGA,-15.69,Posted,True,2025-10,2025,Gas
2025-10-25,COSTCO GAS #1084 ATLANTA GA,-27.92,Posted,True,2025-10,2025,Gas
2025-10-24,SWEET HUT BAKERY &CAFE DORAVILLE GA,-17.22,Posted,True,2025-10,2025,Food & Dining
2025-10-24,STARBUCKS 800-782-7282 WA,-9.34,Posted,True,2025-10,2025,Food & Dining
2025-10-24,EP 675 NORTH HIGHLAND ATLANTA GA,-6.0,Posted,True,2025-10,2025,Other
2025-10-23,COSTCO GAS #0352 CORDOVA TN,-11.97,Posted,True,2025-10,2025,Gas
2025-10-22,THE HOME DEPOT #0704 MEMPHIS TN,-58.11,Posted,True,2025-10,2025,Shopping
2025-10-21,CHICK-FIL-A APP 866-232-2040 GA,-25.0,Posted,True,2025-10,2025,Food & Dining
2025-10-21,CHICK-FIL-A APP 866-232-2040 GA,-25.0,Posted,True,2025-10,2025,Food & Dining
2025-10-16,STEAMGAMES.COM 4259522985425-8899642 WA,-10.96,Posted,True,2025-10,2025,Subscription
2025-10-15,H&M 0621MEMPHIS MEMPHIS TN,-165.78,Posted,True,2025-10,2025,Shopping
2025-10-15,CLAUDE.AI SUBSCRIPTION ANTHROPIC.COMCA,-21.95,Posted,True,2025-10,2025,Subscription
2025-10-11,CORDOVA FARMERS MARKET CODOVA TN,-16.12,Posted,True,2025-10,2025,Groceries
2025-10-09,Letsgo Network Markham CD,-10.99,Posted,True,2025-10,2025,Other
2025-10-08,GOLDEN CITY CHINESE CUIS CORDOVA TN,-297.6,Posted,True,2025-10,2025,Food & Dining
2025-10-08,AUTOZONE #0335 CORDOVA TN,-38.4,Posted,True,2025-10,2025,Shopping
2025-10-06,COSTCO GAS #0352 CORDOVA TN,-26.43,Posted,True,2025-10,2025,Gas
2025-10-06,COSTCO WHSE #0352 CORDOVA TN,-17.44,Posted,True,2025-10,2025,Shopping
2025-10-06,KROGER #456 BARTLETT TN,-13.2,Posted,True,2025-10,2025,Groceries
2025-10-05,STEAMGAMES.COM 4259522985425-8899642 WA,-26.33,Posted,True,2025-10,2025,Entertainment
2025-10-03,PYROSFIREFRESHPIZZA WWW.PYROSPIZZTN,-26.26,Posted,True,2025-10,2025,Food & Dining
2025-10-03,JD 1227 MEMPHIS TN,-176.0,Posted,True,2025-10,2025,Other
2025-09-29,McDonalds 39008 190-1201626 TN,-11.4,Posted,True,2025-09,2025,Food & Dining
2025-09-28,ONLINE PAYMENT THANK YOU,145.77,Posted,False,2025-09,2025,Payment
2025-09-27,Amazon Tips*NJ9IY56N0 Amzn.com/billWA,-5.0,Posted,True,2025-09,2025,Other
2025-09-27,STEWART BROTHERS DO IT CEBARTLETT TN,-10.09,Posted,True,2025-09,2025,Other
2025-09-25,Amazon.com*TC6EN6A63 Amzn.com/billWA,-29.64,Posted,True,2025-09,2025,Shopping
2025-09-25,GREAT CHINA FOOD MARKET MEMPHIS TN,-13.56,Posted,True,2025-09,2025,Groceries
2025-09-22,TARGET 00010306 MEMPHIS TN,-16.45,Posted,True,2025-09,2025,Shopping
2025-09-20,COSTCO WHSE #0352 CORDOVA TN,-17.55,Posted,True,2025-09,2025,Shopping
2025-09-20,KROGER #456 BARTLETT TN,-1.44,Posted,True,2025-09,2025,Groceries
2025-09-18,MULAN BUBBLE TEA CORDO Memphis TN,-7.13,Posted,True,2025-09,2025,Food & Dining
2025-09-18,ST JUDE P2P STJUDE.ORG TN,-60.0,Posted,True,2025-09,2025,Charity
2025-09-17,ONLINE PAYMENT THANK YOU,365.57,Posted,False,2025-09,2025,Payment
2025-09-15,CLAUDE.AI SUBSCRIPTION ANTHROPIC.COMCA,-21.95,Posted,True,2025-09,2025,Subscription
2025-09-14,COSTCO WHSE #0352 CORDOVA TN,-6.29,Posted,True,2025-09,2025,Shopping
2025-09-10,Amazon.com*A46P68PN3 Amzn.com/billWA,-23.27,Posted,True,2025-09,2025,Shopping
2025-09-09,KROGER #456 BARTLETT TN,-20.48,Posted,True,2025-09,2025,Groceries
2025-09-07,KROGER #456 BARTLETT TN,-6.38,Posted,True,2025-09,2025,Groceries
2025-09-06,Letsgo Network Markham CD,-4.69,Posted,True,2025-09,2025,Other
2025-09-04,LOWES #01187* BARTLETT TN,-22.0,Posted,True,2025-09,2025,Shopping
2025-09-01,McDonalds 39008 190-1201626 TN,-12.15,Posted,True,2025-09,2025,Food & Dining
2025-08-31,SQ *WELCOME TO SWEET EYE Memphis TN,-15.47,Posted,True,2025-08,2025,Food & Dining
2025-08-31,KROGER #456 BARTLETT TN,-13.12,Posted,True,2025-08,2025,Groceries
2025-08-30,SAKURA JAPANESE RESTAURA GERMANTOWN TN,-72.06,Posted,True,2025-08,2025,Food & Dining
2025-08-28,APPLE STORE R020 GERMANTOWN TN,-97.68,Posted,True,2025-08,2025,Technology
2025-08-28,WHOLEFDS GMT #10562 GERMANTOWN TN,-16.92,Posted,True,2025-08,2025,Groceries
2025-08-26,WAL-MART #0950 MEMPHIS TN,-1.02,Posted,True,2025-08,2025,Groceries
2025-08-26,BEST BUY 00001651 MEMPHIS TN,-22.94,Posted,True,2025-08,2025,Technology
2025-08-24,STARBUCKS 8007827282 800-782-7282 WA,-12.73,Posted,True,2025-08,2025,Food & Dining
2025-08-24,STEAMGAMES.COM 4259522985425-8899642 WA,-13.98,Posted,True,2025-08,2025,Entertainment
2025-08-19,WOLFCHASE TOYOTA CORDOVA TN,-216.86,Posted,True,2025-08,2025,Other
2025-08-18,ONLINE ACH PAYMENT THANK YOU,1751.01,Posted,False,2025-08,2025,Payment
2025-08-18,HILTON TAPESTRY WYLIE ATLANTA GA,242.39,Posted,False,2025-08,2025,Other
2025-08-18,LOVE'S #0818 INSIDE HEFLIN AL,-7.97,Posted,True,2025-08,2025,Gas
2025-08-17,LAZ PARKING ECOMMERCE 860-522-7641 CT,-3.6,Posted,True,2025-08,2025,Transportation
2025-08-16,COSTCO GAS #1084 ATLANTA GA,-23.37,Posted,True,2025-08,2025,Gas
2025-08-16,STARBUCKS 800-782-7282 WA,-22.46,Posted,True,2025-08,2025,Food & Dining
2025-08-16,H MART DORAVILLE INC DORAVILLE GA,-69.09,Posted,True,2025-08,2025,Groceries
2025-08-16,93582-ATLANTA AIRPORT INTATLANTA GA,-10.0,Posted,True,2025-08,2025,Transportation
2025-08-15,POSMAN BOOKS AT PONCE ATLANTA GA,-30.49,Posted,True,2025-08,2025,Shopping
2025-08-15,CHICK-FIL-A #04553 ATLANTA GA,-13.34,Posted,True,2025-08,2025,Food & Dining
2025-08-15,MCDONALD'S F8005 ATLANTA GA,-9.0,Posted,True,2025-08,2025,Food & Dining
2025-08-15,CVS/PHARMACY #03878 ATLANTA GA,-10.21,Posted,True,2025-08,2025,Groceries
2025-08-15,CVS/PHARMACY #03878 ATLANTA GA,-17.2,Posted,True,2025-08,2025,Groceries
2025-08-15,CVS/PHARMACY #03878 ATLANTA GA,-15.87,Posted,True,2025-08,2025,Groceries
2025-08-15,LAZ PARKING ECOMMERCE 860-522-7641 CT,-5.6,Posted,True,2025-08,2025,Transportation
2025-08-15,93582-ATLANTA AIRPORT INTATLANTA GA,-10.0,Posted,True,2025-08,2025,Transportation
2025-08-15,THE DAILY HURT STREET ATLANTA GA,-23.96,Posted,True,2025-08,2025,Food & Dining
2025-08-14,COSTCO GAS #0352 CORDOVA TN,-16.99,Posted,True,2025-08,2025,Gas
2025-08-14,HILTON TAPESTRY WYLIE ATLANTA GA,-267.39,Posted,True,2025-08,2025,Other
2025-08-14,MCDONALD'S F8005 ATLANTA GA,-17.06,Posted,True,2025-08,2025,Food & Dining
2025-08-14,PILOT_00602 BIRMINGHAM AL,-21.52,Posted,True,2025-08,2025,Gas
2025-08-13,WOLFCHASE TOYOTA CORDOVA TN,-99.03,Posted,True,2025-08,2025,Other
2025-08-09,ONLINE ACH PAYMENT THANK YOU,591.32,Posted,False,2025-08,2025,Payment
2025-08-09,HILTON ADVPURCH8002367113MEMPHIS TN,-1011.08,Posted,True,2025-08,2025,Other
2025-08-09,TEXAS ROADHOUSE #2207 MEMPHIS TN,-53.75,Posted,True,2025-08,2025,Food & Dining
2025-08-06,WAL-MART #0950 MEMPHIS TN,-52.8,Posted,True,2025-08,2025,Groceries
2025-08-05,Letsgo Network Markham CD,-4.69,Posted,True,2025-08,2025,Other
2025-08-03,COSTCO WHSE #0352 CORDOVA TN,-133.25,Posted,True,2025-08,2025,Groceries
2025-08-03,GREAT CHINA FOOD MARKET MEMPHIS TN,-27.98,Posted,True,2025-08,2025,Food & Dining
2025-07-26,COSTCO WHSE #0352 CORDOVA TN,-32.48,Posted,True,2025-07,2025,Groceries
2025-07-24,SQ *WELCOME TO SWEET EYE Memphis TN,-13.86,Posted,True,2025-07,2025,Food & Dining
2025-07-20,CORDOVA FARMERS MARKET CODOVA TN,-11.96,Posted,True,2025-07,2025,Groceries
2025-07-20,WM SUPERCENTER #950 BARTLETT TN,-10.01,Posted,True,2025-07,2025,Groceries
2025-07-20,ALDI 70064 CORDOVA TN,-18.32,Posted,True,2025-07,2025,Groceries
2025-07-14,WAL-MART #0950 BARTLETT TN,-8.25,Posted,True,2025-07,2025,Groceries
2025-07-14,BARNES & NOBLE #2822 MEMPHIS TN,-19.7,Posted,True,2025-07,2025,Shopping
2025-07-13,STEAMGAMES.COM 4259522985425-8899642 WA,-65.84,Posted,True,2025-07,2025,Technology
2025-07-10,COSTCO WHSE #0352 CORDOVA TN,-67.89,Posted,True,2025-07,2025,Groceries
2025-07-07,MNAA PARKING 2023 NASHVILLE TN,-5.0,Posted,True,2025-07,2025,Transportation
2025-07-07,SHELL OIL 10084990018 JACKSON TN,-33.09,Posted,True,2025-07,2025,Gas
2025-07-05,COSTCO GAS #0352 CORDOVA TN,-9.81,Posted,True,2025-07,2025,Gas
2025-07-03,ONLINE PAYMENT THANK YOU,403.46,Posted,False,2025-07,2025,Payment
2025-07-03,CHICK-FIL-A APP 866-232-2040 GA,-50.0,Posted,True,2025-07,2025,Food & Dining
2025-07-03,TARGET 00010306 MEMPHIS TN,-19.7,Posted,True,2025-07,2025,Shopping
2025-07-03,Letsgo Network Markham CD,-6.69,Posted,True,2025-07,2025,Other
2025-06-30,WAL-MART #0950 BARTLETT TN,-10.63,Posted,True,2025-06,2025,Groceries
2025-06-28,MCDONALD'S F39008 BARTLETT TN,-15.0,Posted,True,2025-06,2025,Food & Dining
2025-06-27,COSTCO GAS #0352 CORDOVA TN,-34.38,Posted,True,2025-06,2025,Gas
2025-06-27,Amazon.com*NQ2IN5ES1 Amzn.com/billWA,-40.37,Posted,True,2025-06,2025,Shopping
2025-06-27,Amazon.com*NQ6493E21 Amzn.com/billWA,-81.2,Posted,True,2025-06,2025,Shopping
2025-06-27,AUTOZONE #0335 CORDOVA TN,-53.26,Posted,True,2025-06,2025,Shopping
2025-06-23,tommy.com New York NY,-48.15,Posted,True,2025-06,2025,Shopping
2025-06-23,CALVINKLEIN.COM 866-5130513 NY,-49.31,Posted,True,2025-06,2025,Shopping
2025-06-23,KROGER #456 BARTLETT TN,9.87,Posted,False,2025-06,2025,Groceries
2025-06-23,KROGER #456 BARTLETT TN,-13.71,Posted,True,2025-06,2025,Groceries
2025-06-23,WM SUPERCENTER #950 BARTLETT TN,-1.08,Posted,True,2025-06,2025,Groceries
2025-06-22,ONLINE PAYMENT THANK YOU,266.24,Posted,False,2025-06,2025,Payment
2025-06-22,KROGER #456 BARTLETT TN,-45.24,Posted,True,2025-06,2025,Groceries
2025-06-22,WM SUPERCENTER #950 BARTLETT TN,-21.0,Posted,True,2025-06,2025,Groceries
2025-06-17,PYROSFIREFRESHPIZZA WWW.PYROSPIZZTN,-42.66,Posted,True,2025-06,2025,Food & Dining
2025-06-12,COSTCO GAS #0352 CORDOVA TN,-27.4,Posted,True,2025-06,2025,Gas
2025-06-10,McDonalds 39008 190-1201626 TN,-16.21,Posted,True,2025-06,2025,Food & Dining
2025-06-09,COSTCO WHSE #0352 CORDOVA TN,-27.18,Posted,True,2025-06,2025,Groceries
2025-06-06,AMAZON MKTPL*NH1B40GW2 Amzn.com/billWA,-45.78,Posted,True,2025-06,2025,Shopping
2025-06-01,COSTCO WHSE #0352 CORDOVA TN,-56.96,Posted,True,2025-06,2025,Groceries
2025-06-01,CORDOVA FARMERS MARKET CODOVA TN,-11.01,Posted,True,2025-06,2025,Groceries
2025-06-01,ALDI 70064 CORDOVA TN,-8.31,Posted,True,2025-06,2025,Groceries
2025-05-28,ONLINE PAYMENT THANK YOU,463.64,Posted,False,2025-05,2025,Payment
2025-05-28,GREAT CHINA FOOD MARKET MEMPHIS TN,-30.73,Posted,True,2025-05,2025,Groceries
2025-05-21,AUTOMATIC PAYMENT - THANK YOU,116.7,Posted,False,2025-05,2025,Payment
2025-05-19,COSTCO WHSE #0352 CORDOVA TN,-66.15,Posted,True,2025-05,2025,Groceries
2025-05-19,IKEA MEMPHIS CORDOVA TN,34.94,Posted,False,2025-05,2025,Shopping
2025-05-18,KROGER #456 BARTLETT TN,-21.24,Posted,True,2025-05,2025,Groceries
2025-05-16,IKEA MEMPHIS CORDOVA TN,-40.39,Posted,True,2025-05,2025,Shopping
2025-05-15,COSTCO WHSE #0352 CORDOVA TN,-57.66,Posted,True,2025-05,2025,Groceries
2025-05-15,ALDI 70064 CORDOVA TN,-9.33,Posted,True,2025-05,2025,Groceries
2025-05-15,WAL-MART #0950 BARTLETT TN,-14.71,Posted,True,2025-05,2025,Groceries
2025-05-12,Amazon.com*NW7QQ0QO2 Amzn.com/billWA,-41.9,Posted,True,2025-05,2025,Shopping
2025-05-09,COSTCO WHSE #0352 CORDOVA TN,-28.52,Posted,True,2025-05,2025,Groceries
2025-05-09,KROGER #456 BARTLETT TN,-19.53,Posted,True,2025-05,2025,Groceries
2025-05-07,COSTCO WHSE #0352 CORDOVA TN,-46.11,Posted,True,2025-05,2025,Groceries
2025-05-05,CIRCLE K # 03679 BARTLETT TN,-30.8,Posted,True,2025-05,2025,Gas
2025-04-30,COSTCO GAS #1116 FARRAGUT TN,-20.0,Posted,True,2025-04,2025,Gas
2025-04-29,GRUBHUB CAMPUS DINING 888-827-5055 CA,-14.63,Posted,True,2025-04,2025,Food & Dining
2025-04-28,GRUBHUB CAMPUS DINING 888-827-5055 CA,-10.6,Posted,True,2025-04,2025,Food & Dining
2025-04-27,ASIA KITCHEN KNOXVILLE TN,-16.0,Posted,True,2025-04,2025,Food & Dining
2025-04-27,MAPCO 3320 MT JULIET TN,-26.07,Posted,True,2025-04,2025,Gas
2025-04-22,COSTCO GAS #0352 CORDOVA TN,-31.59,Posted,True,2025-04,2025,Gas
2025-04-22,COSTCO WHSE #0352 CORDOVA TN,-17.44,Posted,True,2025-04,2025,Shopping
2025-04-22,KROGER #456 BARTLETT TN,-35.47,Posted,True,2025-04,2025,Groceries
2025-04-20,LE DELIGHTS CORDOVA TN,-47.0,Posted,True,2025-04,2025,Food & Dining
2025-04-16,ONLINE PAYMENT THANK YOU,475.13,Posted,False,2025-04,2025,Payment
2025-04-16,PYROSFIREFRESHPIZZA WWW.PYROSPIZZTN,-20.14,Posted,True,2025-04,2025,Food & Dining
2025-04-12,AMAZON MKTPL*JR4II4W93 Amzn.com/billWA,-88.43,Posted,True,2025-04,2025,Shopping
2025-04-11,COSTCO GAS #0352 CORDOVA TN,-26.92,Posted,True,2025-04,2025,Gas
2025-04-11,HOMEGOODS #0554 CORDOVA TN,-8.47,Posted,True,2025-04,2025,Shopping
2025-04-04,CORDOVA FARMERS MARKET CODOVA TN,-28.45,Posted,True,2025-04,2025,Groceries
2025-04-04,KROGER #426 MEMPHIS TN,-30.34,Posted,True,2025-04,2025,Groceries
2025-04-04,HOMEGOODS #0554 CORDOVA TN,-16.37,Posted,True,2025-04,2025,Shopping
2025-04-01,SQ *RYU Memphis TN,-43.0,Posted,True,2025-04,2025,Food & Dining
2025-03-24,CHICK-FIL-A APP 866-232-2040 GA,-50.0,Posted,True,2025-03,2025,Food & Dining
2025-03-21,AUTOMATIC PAYMENT - THANK YOU,85.86,Posted,False,2025-03,2025,Payment
2025-03-20,PYROSFIREFRESHPIZZA WWW.PYROSPIZZTN,-20.14,Posted,True,2025-03,2025,Food & Dining
2025-03-13,COSTCO GAS #1116 FARRAGUT TN,-30.75,Posted,True,2025-03,2025,Gas
2025-03-12,ICHIBAN ASIAN CUISINE KNOXVILLE TN,-100.0,Posted,True,2025-03,2025,Food & Dining
2025-02-28,STARBUCKS 800-782-7282 800-782-7282 WA,-5.43,Posted,True,2025-02,2025,Food & Dining
2025-02-26,COSTCO GAS #0352 CORDOVA TN,-26.39,Posted,True,2025-02,2025,Gas
2025-02-26,COSTCO GAS #0352 CORDOVA TN,-0.44,Posted,True,2025-02,2025,Gas
